Title: A Catalog of Morphologically Identified Merging Galaxies
Authors: Hwang C.-Y., Chang M.-Y.
Table: Catalog of Merging Galaxies
================================================================================
Byte-by-byte Description of file: apjs299963t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label  Explanations
--------------------------------------------------------------------------------
   1-  5 I5     ---    ID     Running identification number
   7-  8 I2     h      RAh    Hour of Right Ascension (J2000)
  10- 11 I2     min    RAm    Minute of Right Ascension (J2000)
  13- 16 F4.1   s      RAs    Second of Right Ascension (J2000)
      18 A1     ---    DE-    Sign of the Declination (J2000)
  19- 20 I2     deg    DEd    Degree of Declination (J2000)
  22- 23 I2     arcmin DEm    Arcminute of Declination (J2000)
  25- 28 F4.1   arcsec DEs    Arcsecond of Declination (J2000)
  30- 36 A7     ---    FName  Field name
  38- 39 A2     ---    Type   Merging type (1)
--------------------------------------------------------------------------------
Note (1):
    M = mergers;
   CP = close pairs;
   CM = close multiples.
--------------------------------------------------------------------------------
11708 21 42 34.5 +02 01 52.3 RCS2143 M
11709 21 42 34.9 +01 17 32.4 RCS2143 M
11710 21 42 35.2 -01 44 37.6 RCS2143 M
11711 21 42 35.4 +01 47 14.8 RCS2143 M
11712 21 42 36.4 -00 43 08.8 RCS2143 M
11713 21 42 37.0 -00 30 25.8 RCS2143 M
11714 21 42 38.7 +03 26 55.1 RCS2143 CP
11715 21 42 39.1 -01 39 29.3 RCS2143 M
11716 21 42 39.4 -04 47 30.9 RCS2143 M
11717 21 42 39.8 -00 05 43.6 RCS2143 M
11718 21 42 40.7 -03 59 41.3 RCS2143 M
11719 21 42 41.4 -01 24 24.9 RCS2143 M
11720 21 42 42.4 +03 17 22.1 RCS2143 M
11721 21 42 43.4 +02 48 17.1 RCS2143 M
11722 21 42 44.0 +01 28 13.5 RCS2143 M
11723 21 42 45.3 -01 26 21.4 RCS2143 M
11724 21 42 46.5 +03 40 11.1 RCS2143 M
11725 21 42 47.0 +02 24 44.6 RCS2143 M
11726 21 42 49.5 -00 16 38.7 RCS2143 M
11727 21 42 50.4 +00 58 49.0 RCS2143 M
11728 21 42 51.1 -01 52 57.9 RCS2143 M
11729 21 42 51.6 +03 43 37.8 RCS2143 M
11730 21 42 51.6 -04 37 00.0 RCS2143 M
11731 21 42 53.1 +02 55 24.5 RCS2143 M
11732 21 42 54.8 -00 46 28.1 RCS2143 M
11733 21 42 55.4 -04 01 46.9 RCS2143 M
11734 21 42 55.6 +02 09 03.7 RCS2143 M
11735 21 42 57.1 -00 10 47.0 RCS2143 M
11736 21 42 57.3 +01 57 04.5 RCS2143 M
11737 21 42 57.9 -01 30 48.5 RCS2143 M
11738 21 42 58.0 +02 13 49.4 RCS2143 M
11739 21 42 59.5 -04 34 11.4 RCS2143 M
11740 21 43 00.5 +01 47 55.7 RCS2143 M
11741 21 43 01.0 -04 39 50.0 RCS2143 M
11742 21 43 01.4 +03 08 42.2 RCS2143 M
11743 21 43 02.6 +01 45 57.4 RCS2143 M
11744 21 43 02.9 +02 40 33.7 RCS2143 M
11745 21 43 03.0 -04 53 22.2 RCS2143 M
11746 21 43 04.2 -04 21 46.5 RCS2143 M
11747 21 43 04.3 +03 27 44.5 RCS2143 CP
11748 21 43 06.4 +03 27 12.4 RCS2143 M
11749 21 43 06.6 +01 38 01.9 RCS2143 M
11750 21 43 07.3 -00 14 48.8 RCS2143 M
11751 21 43 08.7 +00 23 46.0 RCS2143 M
11752 21 43 08.9 -01 15 29.6 RCS2143 M
11753 21 43 09.4 +01 28 44.0 RCS2143 M
11754 21 43 09.4 -01 07 23.1 RCS2143 M
11755 21 43 10.9 +03 24 10.9 RCS2143 CM
11756 21 43 11.1 -01 21 55.4 RCS2143 M
11757 21 43 11.5 -04 09 40.6 RCS2143 M
11758 21 43 12.0 +03 24 56.7 RCS2143 M
11759 21 43 13.2 -04 26 57.5 RCS2143 CP
11760 21 43 18.9 +02 00 37.0 RCS2143 M
11761 21 43 20.8 -00 00 11.3 RCS2143 M
11762 21 43 21.8 +03 10 52.2 RCS2143 M
11763 21 43 23.1 +01 59 17.0 RCS2143 M
11764 21 43 24.5 +03 43 21.1 RCS2143 M
11765 21 43 25.0 +02 46 19.2 RCS2143 M
11766 21 43 26.1 -00 59 20.8 RCS2143 M
11767 21 43 28.0 -04 04 33.6 RCS2143 M
11768 21 43 28.2 -04 38 36.6 RCS2143 M
11769 21 43 28.7 -04 54 03.4 RCS2143 M
11770 21 43 31.3 -04 21 49.8 RCS2143 M
11771 21 43 31.3 -04 37 28.3 RCS2143 M
11772 21 43 31.6 +01 33 03.8 RCS2143 M
11773 21 43 31.8 +02 08 55.8 RCS2143 M
11774 21 43 31.8 +01 20 31.1 RCS2143 M
11775 21 43 32.8 +02 07 04.2 RCS2143 M
11776 21 43 33.7 -01 40 41.6 RCS2143 M
11777 21 43 34.5 -01 13 03.0 RCS2143 M
11778 21 43 36.4 +01 27 11.1 RCS2143 M
11779 21 43 36.8 +00 54 58.7 RCS2143 M
11780 21 43 36.9 +01 25 54.4 RCS2143 M
11781 21 43 38.6 +02 37 13.4 RCS2143 M
11782 21 43 38.8 +01 17 52.1 RCS2143 M
11783 21 43 39.6 +02 24 12.2 RCS2143 M
11784 21 43 43.6 +01 16 51.4 RCS2143 M
11785 21 43 44.7 -03 58 56.6 RCS2143 M
11786 21 43 44.8 +02 56 58.5 RCS2143 M
11787 21 43 45.5 +02 46 56.8 RCS2143 M
11788 21 43 45.6 -04 03 53.4 RCS2143 M
11789 21 43 46.1 +00 11 18.4 RCS2143 M
11790 21 43 47.7 -01 01 26.9 RCS2143 M
11791 21 43 47.9 +02 27 52.9 RCS2143 M
11792 21 43 48.3 +02 15 09.6 RCS2143 M
11793 21 43 48.3 +01 53 15.2 RCS2143 M
11794 21 43 48.5 +00 52 13.1 RCS2143 M
11795 21 43 48.6 -00 53 32.1 RCS2143 M
11796 21 43 48.7 +01 32 07.7 RCS2143 M
11797 21 43 50.2 +03 09 24.9 RCS2143 M
11798 21 43 50.5 -00 50 55.8 RCS2143 M
11799 21 43 50.7 +02 11 33.7 RCS2143 M
11800 21 43 52.2 +02 52 48.3 RCS2143 M
11801 21 43 52.2 +00 06 23.5 RCS2143 M
11802 21 43 53.0 +01 50 48.6 RCS2143 M
11803 21 43 53.2 -04 21 54.9 RCS2143 M
11804 21 43 53.8 +03 15 27.0 RCS2143 M
11805 21 43 54.5 +01 26 44.1 RCS2143 M
11806 21 43 54.7 -04 23 47.4 RCS2143 M
11807 21 43 55.8 +00 42 15.3 RCS2143 M
11808 21 43 56.6 +02 50 12.7 RCS2143 M
11809 21 43 57.5 +00 32 37.3 RCS2143 M
11810 21 43 58.0 -00 16 07.7 RCS2143 CP
11811 21 43 58.5 -00 45 32.1 RCS2143 M
11812 21 43 59.3 -00 35 17.2 RCS2143 M
11813 21 43 59.4 +03 37 16.4 RCS2143 M
11814 21 43 59.4 -01 45 41.8 RCS2143 M
11815 21 44 02.0 +00 32 52.8 RCS2143 M
11816 21 44 02.2 +03 23 24.5 RCS2143 M
11817 21 44 02.3 +01 27 25.5 RCS2143 M
11818 21 44 03.3 +00 59 42.0 RCS2143 M
11819 21 44 03.5 +00 12 23.5 RCS2143 M
11820 21 44 03.6 +02 47 06.7 RCS2143 M
11821 21 44 08.8 -01 12 20.1 RCS2143 M
11822 21 44 09.7 -00 04 53.5 RCS2143 M
11823 21 44 09.8 -04 34 14.8 RCS2143 M
11824 21 44 10.0 +00 19 03.5 RCS2143 M
11825 21 44 10.5 -03 59 08.5 RCS2143 CP
11826 21 44 11.1 +02 47 10.8 RCS2143 M
11827 21 44 11.3 -01 58 19.9 RCS2143 M
11828 21 44 12.2 -00 56 29.4 RCS2143 M
11829 21 44 12.6 -04 56 21.7 RCS2143 M
11830 21 44 12.9 +02 32 16.6 RCS2143 M
11831 21 44 15.3 -04 35 35.6 RCS2143 M
11832 21 44 15.5 -04 03 35.6 RCS2143 M
11833 21 44 16.7 +01 57 49.0 RCS2143 M
11834 21 44 17.3 -04 28 24.5 RCS2143 CP
11835 21 44 17.7 +00 52 29.1 RCS2143 M
11836 21 44 18.0 +02 15 10.0 RCS2143 M
11837 21 44 18.1 +00 18 57.6 RCS2143 M
11838 21 44 18.3 -04 23 05.4 RCS2143 M
11839 21 44 19.7 +02 58 21.6 RCS2143 M
11840 21 44 21.3 +01 48 54.9 RCS2143 M
11841 21 44 21.7 -04 19 47.9 RCS2143 CM
11842 21 44 22.1 -00 37 38.1 RCS2143 M
11843 21 44 23.4 -01 20 48.6 RCS2143 M
11844 21 44 23.6 +00 45 13.9 RCS2143 M
11845 21 44 24.7 +02 48 18.8 RCS2143 CP
11846 21 44 27.3 -00 23 58.1 RCS2143 M
11847 21 44 27.3 -01 32 38.3 RCS2143 M
11848 21 44 27.7 +02 10 41.0 RCS2143 M
11849 21 44 29.1 +02 48 10.7 RCS2143 CP
11850 21 44 29.4 +00 41 52.0 RCS2143 M
11851 21 44 30.2 +02 05 19.0 RCS2143 M
11852 21 44 30.9 +02 48 13.0 RCS2143 M
11853 21 44 31.5 +03 32 38.8 RCS2143 M
11854 21 44 31.5 +02 01 45.3 RCS2143 M
11855 21 44 32.0 -03 59 53.2 RCS2143 M
11856 21 44 32.1 -01 02 15.2 RCS2143 M
11857 21 44 32.4 -00 33 12.6 RCS2143 M
11858 21 44 33.1 +03 23 40.6 RCS2143 M
11859 21 44 35.6 -03 58 11.1 RCS2143 CP
11860 21 44 36.1 +01 52 19.8 RCS2143 M
11861 21 44 36.6 -00 41 52.0 RCS2143 M
11862 21 44 37.8 +01 16 47.6 RCS2143 M
11863 21 44 39.9 -00 33 41.0 RCS2143 M
11864 21 44 40.6 +02 13 02.0 RCS2143 M
11865 21 44 41.2 +01 50 03.8 RCS2143 M
11866 21 44 42.3 +00 33 20.4 RCS2143 CP
11867 21 44 43.6 -00 57 10.5 RCS2143 M
11868 21 44 43.8 -01 09 14.8 RCS2143 M
11869 21 44 44.3 +02 06 31.7 RCS2143 M
11870 21 44 44.8 +00 35 52.5 RCS2143 CP
11871 21 44 45.6 +02 36 49.9 RCS2143 M
11872 21 44 46.1 -01 07 03.2 RCS2143 M
11873 21 44 46.7 +01 03 55.5 RCS2143 M
11874 21 44 48.3 +01 54 41.0 RCS2143 M
11875 21 44 48.3 -00 27 24.9 RCS2143 M
11876 21 44 48.3 -04 37 48.2 RCS2143 M
11877 21 44 49.0 -04 10 14.4 RCS2143 CP
11878 21 44 49.5 +00 12 30.2 RCS2143 M
11879 21 44 50.6 -04 45 42.3 RCS2143 M
11880 21 44 50.8 -01 19 13.8 RCS2143 M
11881 21 44 51.4 -01 55 46.7 RCS2143 M
11882 21 44 51.8 +03 41 35.3 RCS2143 M
11883 21 44 51.9 -00 53 23.5 RCS2143 M
11884 21 44 53.8 +00 16 57.0 RCS2143 M
11885 21 44 54.3 -00 09 04.5 RCS2143 M
11886 21 44 54.6 +02 24 57.5 RCS2143 M
11887 21 44 56.4 +00 52 12.7 RCS2143 M
11888 21 44 56.7 -00 05 55.6 RCS2143 M
11889 21 44 57.0 +00 15 33.6 RCS2143 M
11890 21 44 57.2 +01 26 48.6 RCS2143 M
11891 21 44 57.3 -04 17 50.1 RCS2143 M
11892 21 44 57.4 +03 35 46.7 RCS2143 M
11893 21 44 57.6 -04 45 03.2 RCS2143 M
11894 21 44 57.8 -01 12 30.5 RCS2143 M
11895 21 44 57.8 -04 06 17.7 RCS2143 CM
11896 21 44 58.8 -00 56 46.2 RCS2143 M
11897 21 44 59.1 +00 52 49.1 RCS2143 CP
11898 21 44 59.1 -04 17 45.8 RCS2143 M
11899 21 44 59.6 +00 34 17.8 RCS2143 M
11900 21 45 00.3 +03 09 57.1 RCS2143 M
11901 21 45 01.2 -01 40 47.3 RCS2143 M
11902 21 45 01.2 -01 53 39.8 RCS2143 M
11903 21 45 02.6 -04 50 23.1 RCS2143 M
11904 21 45 02.7 +00 52 56.3 RCS2143 M
11905 21 45 03.0 +02 47 24.3 RCS2143 M
11906 21 45 03.7 +01 08 09.8 RCS2143 CP
11907 21 45 04.1 -04 33 40.2 RCS2143 M
11908 21 45 04.3 +03 24 15.9 RCS2143 M
11909 21 45 04.7 +00 34 55.2 RCS2143 M
11910 21 45 06.5 +03 33 16.8 RCS2143 M
11911 21 45 07.1 +02 01 50.8 RCS2143 M
11912 21 45 07.2 -04 37 58.6 RCS2143 M
11913 21 45 07.3 -01 25 07.8 RCS2143 M
11914 21 45 08.0 -00 41 28.6 RCS2143 CM
11915 21 45 08.5 -01 27 54.4 RCS2143 M
11916 21 45 09.3 +00 27 04.5 RCS2143 M
11917 21 45 09.6 +01 31 20.2 RCS2143 M
11918 21 45 10.3 -00 36 20.5 RCS2143 M
11919 21 45 10.4 +02 09 27.9 RCS2143 M
11920 21 45 10.9 -00 14 40.9 RCS2143 M
11921 21 45 10.9 -00 25 25.1 RCS2143 M
11922 21 45 11.2 +02 24 21.6 RCS2143 M
11923 21 45 12.9 +01 54 07.7 RCS2143 M
11924 21 45 13.3 +01 29 03.1 RCS2143 M
11925 21 45 16.0 -00 52 35.2 RCS2143 M
11926 21 45 24.4 +01 41 59.4 RCS2143 M
11927 21 45 24.6 +00 15 02.0 RCS2143 M
11928 21 45 29.2 +02 44 09.3 RCS2143 M
11929 21 45 29.2 -04 36 34.6 RCS2143 M
11930 21 45 29.4 +01 32 01.8 RCS2143 M
11931 21 45 29.8 +03 02 26.7 RCS2143 M
11932 21 45 30.9 +00 32 57.2 RCS2143 M
11933 21 45 31.0 +02 52 51.8 RCS2143 M
11934 21 45 31.0 -00 05 56.1 RCS2143 M
11935 21 45 31.4 -00 52 06.1 RCS2143 M
11936 21 45 31.6 -01 56 30.8 RCS2143 CP
11937 21 45 32.9 -01 28 07.0 RCS2143 M
11938 21 45 33.7 -00 52 11.3 RCS2143 CP
11939 21 45 34.6 +01 20 07.2 RCS2143 CP
11940 21 45 38.1 +02 09 07.1 RCS2143 M
11941 21 45 38.8 +00 54 16.1 RCS2143 M
11942 21 45 39.0 -01 11 00.5 RCS2143 M
11943 21 45 39.3 +03 21 47.0 RCS2143 M
11944 21 45 41.6 +02 24 48.9 RCS2143 CM
11945 21 45 42.0 -01 20 34.8 RCS2143 M
11946 21 45 44.4 -00 24 35.4 RCS2143 M
11947 21 45 44.5 +03 31 56.1 RCS2143 M
11948 21 45 45.3 +01 32 58.6 RCS2143 M
11949 21 45 45.4 -01 23 37.1 RCS2143 M
11950 21 45 49.7 +00 16 56.6 RCS2143 M
11951 21 45 50.8 +03 04 26.0 RCS2143 M
11952 21 45 51.7 -04 31 54.5 RCS2143 M
11953 21 45 52.1 +02 22 57.8 RCS2143 M
11954 21 45 53.9 +00 02 08.6 RCS2143 M
11955 21 45 55.0 +02 39 06.9 RCS2143 M
11956 21 45 57.9 -03 59 39.0 RCS2143 M
11957 21 45 58.7 +01 42 22.7 RCS2143 CP
11958 21 45 58.7 -00 29 58.2 RCS2143 CM
11959 21 45 59.3 +02 58 21.1 RCS2143 M
11960 21 46 00.3 +02 10 58.9 RCS2143 M
11961 21 46 00.5 -00 01 02.5 RCS2143 CP
11962 21 46 00.9 +01 59 33.7 RCS2143 M
11963 21 46 00.9 -01 39 31.9 RCS2143 M
11964 21 46 01.5 +00 32 30.7 RCS2143 M
11965 21 46 02.8 -02 01 36.0 RCS2143 M
11966 21 46 03.1 -00 06 54.9 RCS2143 M
11967 21 46 03.6 -00 13 10.0 RCS2143 M
11968 21 46 04.3 +03 41 20.3 RCS2143 M
11969 21 46 04.7 -00 38 37.9 RCS2143 M
11970 21 46 05.7 +02 09 45.2 RCS2143 M
11971 21 46 05.8 +02 11 14.2 RCS2143 M
11972 21 46 06.5 -00 45 21.3 RCS2143 M
11973 21 46 06.7 -00 36 59.0 RCS2143 CP
11974 21 46 08.6 -01 13 06.6 RCS2143 M
11975 21 46 10.2 +01 38 38.7 RCS2143 M
11976 21 46 10.2 -00 06 35.1 RCS2143 M
11977 21 46 11.5 -04 20 28.1 RCS2143 M
11978 21 46 11.6 +03 01 20.7 RCS2143 M
11979 21 46 12.2 -01 51 49.8 RCS2143 M
11980 21 46 14.1 +03 41 59.1 RCS2143 M
11981 21 46 16.1 +00 47 09.6 RCS2143 M
11982 21 46 16.4 +01 50 10.3 RCS2143 M
11983 21 46 19.1 +00 51 48.0 RCS2143 M
11984 21 46 20.8 -00 46 34.5 RCS2143 M
11985 21 46 21.5 +03 25 30.2 RCS2143 M
11986 21 46 21.5 -01 08 43.2 RCS2143 M
11987 21 46 21.7 +02 46 28.6 RCS2143 M
11988 21 46 22.5 -04 34 40.9 RCS2143 M
11989 21 46 23.0 +01 15 33.3 RCS2143 CP
11990 21 46 27.0 +03 31 23.9 RCS2143 M
11991 21 46 27.0 +01 57 54.8 RCS2143 M
11992 21 46 29.3 +00 56 35.1 RCS2143 CP
11993 21 46 30.0 +02 39 31.2 RCS2143 M
11994 21 46 30.2 -01 56 46.5 RCS2143 M
11995 21 46 30.5 -00 59 29.7 RCS2143 CP
11996 21 46 31.3 -00 14 55.4 RCS2143 M
11997 21 46 31.5 -01 40 36.6 RCS2143 M
11998 21 46 31.9 +01 01 51.3 RCS2143 M
11999 21 46 32.2 +03 20 52.3 RCS2143 M
12000 21 46 34.3 -01 46 33.3 RCS2143 CP
12001 21 46 34.4 +01 30 56.9 RCS2143 M
12002 21 46 35.4 +03 21 38.5 RCS2143 M
12003 21 46 35.5 +00 52 34.9 RCS2143 M
12004 21 46 35.7 -04 20 36.2 RCS2143 M
12005 21 46 36.0 +02 24 29.3 RCS2143 M
12006 21 46 36.2 -00 52 55.1 RCS2143 CP
12007 21 46 36.6 +03 39 30.5 RCS2143 M
12008 21 46 36.6 +02 28 36.9 RCS2143 M
12009 21 46 37.0 -00 28 23.5 RCS2143 M
12010 21 46 37.2 +00 28 36.4 RCS2143 M
12011 21 46 38.9 -04 36 40.2 RCS2143 CP
12012 21 46 40.8 +03 23 33.2 RCS2143 M
12013 21 46 42.7 +03 32 13.6 RCS2143 M
12014 21 46 44.7 +00 58 57.4 RCS2143 M
12015 21 46 45.4 +03 07 05.1 RCS2143 CP
12016 21 46 45.9 +02 30 23.5 RCS2143 M
12017 21 46 47.6 -00 32 36.4 RCS2143 M
12018 21 46 47.9 -00 54 17.4 RCS2143 CP
12019 21 46 47.9 -01 28 25.3 RCS2143 M
12020 21 46 48.1 +02 12 54.4 RCS2143 M
12021 21 46 49.2 +00 20 52.3 RCS2143 M
12022 21 46 49.6 +02 30 50.0 RCS2143 M
12023 21 46 49.8 +01 03 40.1 RCS2143 M
12024 21 46 50.0 +00 37 23.6 RCS2143 M
12025 21 46 50.1 +00 34 42.1 RCS2143 CP
12026 21 46 50.4 -01 11 32.0 RCS2143 M
12027 21 46 51.3 -04 02 46.9 RCS2143 M
12028 21 46 51.6 -01 49 55.9 RCS2143 M
12029 21 46 52.0 +02 34 23.4 RCS2143 M
12030 21 46 52.2 +02 53 35.0 RCS2143 M
12031 21 46 53.3 -01 01 23.7 RCS2143 M
12032 21 46 53.4 +01 48 11.4 RCS2143 M
12033 21 46 56.2 +02 47 57.2 RCS2143 M
12034 21 46 58.4 +02 07 36.1 RCS2143 M
12035 21 46 59.1 -01 03 35.8 RCS2143 M
12036 21 47 01.8 -01 29 16.7 RCS2143 M
12037 21 47 02.1 +00 46 16.2 RCS2143 M
12038 21 47 03.7 -02 00 18.3 RCS2143 M
12039 21 47 07.7 -00 50 56.9 RCS2143 M
12040 21 47 08.3 -00 34 41.1 RCS2143 M
12041 21 47 08.9 +01 00 42.0 RCS2143 M
12042 21 47 10.8 -01 03 53.8 RCS2143 M
12043 21 47 11.2 +02 01 53.7 RCS2143 M
12044 21 47 11.3 -00 56 24.5 RCS2143 M
12045 21 47 11.9 +03 35 43.2 RCS2143 M
12046 21 47 11.9 +03 12 11.4 RCS2143 M
12047 21 47 13.4 -00 22 06.4 RCS2143 M
12048 21 47 17.1 +03 22 40.6 RCS2143 M
12049 21 47 17.1 -01 23 46.3 RCS2143 M
12050 21 47 17.8 -00 44 27.1 RCS2143 M
12051 21 47 18.9 -04 49 04.1 RCS2143 M
12052 21 47 20.1 +02 46 19.4 RCS2143 M
12053 21 47 20.3 -00 12 15.8 RCS2143 M
12054 21 47 20.3 -01 43 45.7 RCS2143 M
12055 21 47 21.5 +00 23 06.1 RCS2143 M
12056 21 47 22.2 -01 05 21.4 RCS2143 CP
12057 21 47 22.4 +00 02 39.8 RCS2143 CP
12058 21 47 23.6 -00 05 01.1 RCS2143 M
12059 21 47 24.3 +00 20 57.9 RCS2143 M
12060 21 47 28.4 +02 04 55.2 RCS2143 M
12061 21 47 28.4 +01 31 51.5 RCS2143 M
12062 21 47 28.6 +02 49 30.2 RCS2143 M
12063 21 47 29.3 +01 54 23.0 RCS2143 M
12064 21 47 30.3 -02 01 55.8 RCS2143 M
12065 21 47 36.9 +02 05 05.8 RCS2143 M
12066 21 47 37.1 +03 28 33.4 RCS2143 M
12067 21 47 37.3 -00 42 48.0 RCS2143 M
12068 21 47 39.5 -00 07 19.5 RCS2143 M
12069 21 47 39.8 +03 16 20.5 RCS2143 M
12070 21 47 39.9 -01 12 33.7 RCS2143 M
12071 21 47 41.2 +02 20 10.9 RCS2143 M
12072 21 47 42.5 +03 10 51.3 RCS2143 M
12073 21 47 43.0 +01 55 15.4 RCS2143 M
12074 21 47 43.0 +00 46 45.0 RCS2143 M
12075 21 47 43.3 +02 43 11.8 RCS2143 M
12076 21 47 44.2 +00 50 20.5 RCS2143 M
12077 21 47 44.6 +02 42 03.0 RCS2143 M
12078 21 47 44.7 +00 34 36.0 RCS2143 M
12079 21 47 45.0 -00 30 57.3 RCS2143 CP
12080 21 47 46.0 +01 45 30.3 RCS2143 M
12081 21 47 46.5 +03 12 57.8 RCS2143 CP
12082 21 47 47.9 +01 49 35.9 RCS2143 M
12083 21 47 48.3 +02 38 32.7 RCS2143 CP
12084 21 47 48.4 +01 26 01.1 RCS2143 M
12085 21 47 48.5 +02 16 25.8 RCS2143 CP
12086 21 47 48.9 -01 46 06.8 RCS2143 M
12087 21 47 49.2 -00 16 11.7 RCS2143 M
12088 21 47 50.6 +02 47 39.9 RCS2143 M
12089 21 47 51.3 +02 28 47.3 RCS2143 M
12090 21 47 51.9 -02 00 29.5 RCS2143 M
12091 21 47 52.2 +03 20 51.6 RCS2143 M
12092 21 47 52.2 -01 43 55.4 RCS2143 M
12093 21 47 52.9 -01 36 15.7 RCS2143 M
12094 21 47 53.3 +02 30 36.5 RCS2143 M
12095 21 47 54.0 +02 30 24.2 RCS2143 M
12096 21 47 54.0 -01 19 45.4 RCS2143 M
12097 21 47 54.1 -00 55 31.8 RCS2143 M
12098 21 47 54.7 +02 43 04.6 RCS2143 M
12099 21 47 55.6 -01 00 16.1 RCS2143 CP
12100 21 47 55.8 +03 10 10.5 RCS2143 M
12101 21 47 55.8 +01 08 26.7 RCS2143 M
12102 21 47 57.4 +02 26 34.6 RCS2143 M
12103 21 48 01.7 -01 20 03.0 RCS2143 M
12104 21 48 03.0 -01 00 58.1 RCS2143 CM
12105 21 48 04.2 +03 21 45.1 RCS2143 M
12106 21 48 05.3 +01 56 31.0 RCS2143 M
12107 21 48 05.7 +00 32 26.1 RCS2143 M
12108 21 48 06.0 +02 56 55.9 RCS2143 M
12109 21 48 06.2 -04 37 40.5 RCS2143 M
12110 21 48 06.4 +01 12 40.4 RCS2143 M
12111 21 48 06.5 +00 54 08.0 RCS2143 CP
12112 21 48 07.7 +02 12 21.3 RCS2143 M
12113 21 48 09.5 -01 55 37.5 RCS2143 M
12114 21 48 10.1 +02 21 47.2 RCS2143 CM
12115 21 48 10.8 -00 41 56.6 RCS2143 M
12116 21 48 12.4 +00 16 31.5 RCS2143 M
12117 21 48 16.1 +03 27 48.3 RCS2143 M
12118 21 48 17.0 +03 41 50.7 RCS2143 M
12119 21 48 18.5 +03 35 25.7 RCS2143 M
12120 21 48 18.6 +02 42 11.1 RCS2143 M
12121 21 48 18.6 -01 01 58.1 RCS2143 CP
12122 21 48 20.3 +02 10 19.9 RCS2143 M
12123 21 48 20.4 +00 34 02.5 RCS2143 M
12124 21 48 21.1 +03 10 51.8 RCS2143 M
12125 21 48 23.1 +03 20 43.1 RCS2143 M
12126 21 48 23.4 +01 43 05.2 RCS2143 M
12127 21 48 23.5 +02 08 07.8 RCS2143 M
12128 21 48 23.8 +02 11 09.6 RCS2143 CM
12129 21 48 23.9 -01 44 27.9 RCS2143 M
12130 21 48 26.7 +02 14 05.1 RCS2143 M
12131 21 48 26.8 -00 44 06.0 RCS2143 M
12132 21 48 27.5 -01 51 41.4 RCS2143 M
12133 21 48 31.6 +02 13 49.9 RCS2143 M
12134 21 48 31.6 +00 37 03.4 RCS2143 M
12135 21 48 31.7 +02 36 12.8 RCS2143 M
12136 21 48 32.3 +03 27 55.0 RCS2143 M
12137 21 48 32.8 -01 54 05.4 RCS2143 M
12138 21 48 34.0 -01 58 09.3 RCS2143 M
12139 21 48 38.1 -00 22 14.5 RCS2143 M
12140 21 48 38.8 -01 54 26.7 RCS2143 M
12141 21 48 39.3 +02 39 27.7 RCS2143 M
12142 21 48 39.3 -00 23 27.3 RCS2143 M
12143 21 48 39.5 -00 59 38.3 RCS2143 M
12144 21 48 40.2 +01 32 35.6 RCS2143 M
12145 21 48 40.4 +00 21 59.2 RCS2143 M
12146 21 48 40.7 -00 58 53.7 RCS2143 CP
12147 21 48 41.0 -01 07 47.5 RCS2143 M
12148 21 48 42.6 -01 11 11.9 RCS2143 M
12149 21 48 42.9 -00 09 14.7 RCS2143 M
12150 21 48 44.3 +02 40 32.6 RCS2143 M
12151 21 48 44.5 +02 47 21.5 RCS2143 M
12152 21 48 45.9 -00 09 08.0 RCS2143 M
12153 21 48 46.2 +00 48 22.8 RCS2143 CP
12154 21 48 46.3 -01 42 02.1 RCS2143 M
12155 21 48 46.9 +02 07 36.8 RCS2143 M
12156 21 48 47.7 +03 12 49.4 RCS2143 M
12157 21 48 48.2 -00 23 48.9 RCS2143 M
12158 21 48 48.6 +00 58 43.2 RCS2143 CP
12159 21 48 50.0 -04 36 51.3 RCS2143 M
12160 21 48 51.3 -01 39 55.6 RCS2143 M
12161 21 48 51.5 +02 45 42.5 RCS2143 M
12162 21 48 51.6 -04 03 27.9 RCS2143 M
12163 21 48 53.2 -02 53 37.2 RCS2143 M
12164 21 48 54.6 +02 29 56.0 RCS2143 M
12165 21 48 55.0 +00 54 20.7 RCS2143 M
12166 21 48 55.5 -00 06 33.7 RCS2143 M
12167 21 48 55.6 -02 36 59.2 RCS2143 M
12168 21 48 56.4 +00 54 21.3 RCS2143 M
12169 21 48 58.3 +02 28 55.8 RCS2143 M
12170 21 48 59.5 +02 09 30.3 RCS2143 M
12171 21 49 00.6 +00 20 18.8 RCS2143 M
12172 21 49 02.0 -01 56 52.7 RCS2143 M
12173 21 49 02.6 +00 37 02.5 RCS2143 M
12174 21 49 03.0 +01 28 53.0 RCS2143 M
12175 21 49 03.6 -01 29 03.4 RCS2143 M
12176 21 49 04.5 +01 49 04.4 RCS2143 M
12177 21 49 05.0 -00 20 24.6 RCS2143 CP
12178 21 49 05.7 -02 23 08.0 RCS2143 M
12179 21 49 06.2 -02 16 30.6 RCS2143 M
12180 21 49 08.9 +02 49 09.6 RCS2143 M
12181 21 49 12.5 +00 47 40.9 RCS2143 M
12182 21 49 13.5 -02 06 50.9 RCS2143 M
12183 21 49 16.2 -01 03 56.0 RCS2143 M
12184 21 49 18.8 -01 00 51.2 RCS2143 M
12185 21 49 19.1 -01 56 25.9 RCS2143 M
12186 21 49 19.3 -04 29 41.8 RCS2143 M
12187 21 49 19.7 +02 38 40.8 RCS2143 M
