Title: A Catalog of Morphologically Identified Merging Galaxies
Authors: Hwang C.-Y., Chang M.-Y.
Table: Catalog of Merging Galaxies
================================================================================
Byte-by-byte Description of file: apjs299963t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label  Explanations
--------------------------------------------------------------------------------
   1-  5 I5     ---    ID     Running identification number
   7-  8 I2     h      RAh    Hour of Right Ascension (J2000)
  10- 11 I2     min    RAm    Minute of Right Ascension (J2000)
  13- 16 F4.1   s      RAs    Second of Right Ascension (J2000)
      18 A1     ---    DE-    Sign of the Declination (J2000)
  19- 20 I2     deg    DEd    Degree of Declination (J2000)
  22- 23 I2     arcmin DEm    Arcminute of Declination (J2000)
  25- 28 F4.1   arcsec DEs    Arcsecond of Declination (J2000)
  30- 36 A7     ---    FName  Field name
  38- 39 A2     ---    Type   Merging type (1)
--------------------------------------------------------------------------------
Note (1):
    M = mergers;
   CP = close pairs;
   CM = close multiples.
--------------------------------------------------------------------------------
08721 15 24 17.1 +09 22 57.3 RCS1514 M
08722 15 24 19.9 +10 18 58.3 RCS1514 M
08723 15 24 20.9 +11 23 17.8 RCS1514 CP
08724 15 24 24.4 +08 54 49.4 RCS1514 M
08725 15 24 27.7 +11 01 20.4 RCS1514 M
08726 15 24 29.3 +06 10 12.5 RCS1514 M
08727 15 24 32.9 +07 09 21.3 RCS1514 M
08728 15 24 33.9 +10 35 13.7 RCS1514 M
08729 15 24 34.1 +11 04 06.0 RCS1514 M
08730 15 24 35.6 +10 42 44.4 RCS1514 M
08731 15 24 36.9 +11 13 30.7 RCS1514 M
08732 15 24 41.0 +06 01 20.0 RCS1514 M
08733 15 24 42.5 +11 13 40.7 RCS1514 M
08734 15 24 45.8 +06 11 12.2 RCS1514 M
08735 15 24 47.0 +10 38 06.9 RCS1514 M
08736 15 24 47.0 +10 35 36.8 RCS1514 M
08737 15 24 47.0 +06 47 58.0 RCS1514 M
08738 15 24 48.1 +09 04 55.3 RCS1514 M
08739 15 24 52.5 +08 38 23.5 RCS1514 M
08740 15 24 53.1 +07 22 53.9 RCS1514 M
08741 15 24 53.5 +09 21 12.1 RCS1514 M
08742 15 24 54.2 +09 25 59.8 RCS1514 M
08743 15 24 55.2 +07 03 16.7 RCS1514 M
08744 15 25 01.0 +09 29 13.0 RCS1514 M
08745 15 25 01.6 +08 53 19.5 RCS1514 M
08746 15 25 07.4 +11 23 03.7 RCS1514 M
08747 15 25 08.8 +06 13 05.2 RCS1514 M
08748 15 25 08.9 +10 36 02.3 RCS1514 M
08749 15 25 09.8 +05 44 42.1 RCS1514 M
08750 15 25 10.9 +09 01 49.8 RCS1514 M
08751 15 25 14.0 +10 53 00.0 RCS1514 M
08752 15 25 21.5 +09 11 52.1 RCS1514 M
08753 15 25 25.3 +06 27 30.0 RCS1514 M
08754 15 25 27.1 +06 19 02.4 RCS1514 M
08755 15 25 31.6 +05 48 01.1 RCS1514 M
08756 15 25 32.6 +11 18 24.8 RCS1514 M
08757 15 25 33.3 +07 01 44.4 RCS1514 M
08758 15 25 35.3 +06 05 52.8 RCS1514 M
08759 15 25 35.7 +11 24 44.5 RCS1514 M
08760 15 25 36.5 +06 30 40.8 RCS1514 M
08761 15 25 42.2 +09 00 52.2 RCS1514 M
08762 15 25 46.0 +11 26 03.4 RCS1514 M
08763 15 25 50.2 +11 19 08.8 RCS1514 M
08764 15 25 50.5 +08 35 52.7 RCS1514 M
08765 15 25 51.0 +09 08 34.1 RCS1514 M
08766 15 25 52.9 +10 35 20.7 RCS1514 M
08767 15 25 53.7 +06 52 22.4 RCS1514 M
08768 15 25 54.5 +09 28 15.3 RCS1514 M
08769 15 25 58.5 +09 25 30.0 RCS1514 M
08770 15 26 00.0 +05 49 59.0 RCS1514 M
08771 15 26 06.0 +06 03 50.6 RCS1514 M
08772 15 26 09.1 +05 44 55.9 RCS1514 CM
08773 15 26 13.8 +11 08 40.3 RCS1514 M
08774 15 26 14.0 +08 48 05.3 RCS1514 M
08775 15 26 14.6 +08 57 27.0 RCS1514 M
08776 15 26 15.1 +11 28 11.1 RCS1514 M
08777 15 26 15.8 +09 15 11.9 RCS1514 M
08778 15 26 19.6 +11 11 36.3 RCS1514 M
08779 15 26 19.7 +07 25 30.4 RCS1514 M
08780 15 26 24.2 +09 13 47.2 RCS1514 CP
08781 15 26 24.3 +09 20 37.0 RCS1514 M
08782 15 26 25.1 +09 07 37.3 RCS1514 M
08783 15 26 27.8 +06 30 30.8 RCS1514 M
08784 15 26 27.9 +06 34 09.8 RCS1514 M
08785 15 26 30.0 +11 25 43.8 RCS1514 M
08786 15 26 32.5 +08 57 06.9 RCS1514 M
08787 15 26 33.2 +06 53 58.5 RCS1514 M
08788 15 26 34.3 +11 05 07.9 RCS1514 M
08789 15 26 38.8 +07 14 18.4 RCS1514 M
08790 15 26 40.0 +09 27 16.5 RCS1514 CP
08791 15 26 40.3 +06 31 36.8 RCS1514 M
08792 15 26 41.7 +10 59 11.3 RCS1514 M
08793 15 26 44.0 +09 05 38.7 RCS1514 M
08794 15 26 44.2 +05 57 33.2 RCS1514 M
08795 15 26 47.6 +09 25 00.7 RCS1514 M
08796 15 26 48.1 +09 26 10.0 RCS1514 M
08797 15 26 49.1 +11 24 20.1 RCS1514 M
08798 15 26 50.1 +05 48 10.4 RCS1514 CP
08799 15 26 51.3 +06 37 35.3 RCS1514 M
08800 15 26 53.1 +06 02 00.0 RCS1514 CP
08801 15 26 54.8 +09 24 05.8 RCS1514 M
08802 15 26 55.2 +05 50 12.2 RCS1514 M
08803 15 26 58.1 +08 42 18.5 RCS1514 M
08804 15 27 02.4 +07 31 54.1 RCS1514 M
08805 15 27 06.3 +08 37 14.2 RCS1514 M
08806 15 27 06.8 +06 45 03.5 RCS1514 M
08807 15 27 08.6 +10 45 46.3 RCS1514 M
08808 15 27 10.9 +10 53 39.2 RCS1514 M
08809 15 27 11.9 +08 53 19.3 RCS1514 M
08810 15 27 14.4 +11 28 40.4 RCS1514 M
08811 15 27 18.6 +06 22 34.2 RCS1514 M
08812 15 27 19.1 +05 56 34.7 RCS1514 M
08813 15 27 19.5 +06 54 49.5 RCS1514 M
08814 15 27 19.9 +06 01 27.9 RCS1514 M
08815 15 27 28.0 +09 25 40.3 RCS1514 M
08816 15 27 28.3 +10 49 35.2 RCS1514 M
08817 15 27 30.0 +07 09 20.3 RCS1514 M
08818 15 27 31.5 +11 04 08.6 RCS1514 M
08819 15 27 31.8 +05 44 15.7 RCS1514 M
08820 15 27 32.2 +06 26 47.2 RCS1514 M
08821 15 27 32.4 +11 19 43.1 RCS1514 M
08822 15 27 33.7 +09 21 25.6 RCS1514 M
08823 15 27 33.8 +05 41 59.6 RCS1514 M
08824 15 27 34.5 +10 49 40.1 RCS1514 M
08825 15 27 35.4 +09 14 07.0 RCS1514 M
08826 15 27 35.5 +09 13 40.5 RCS1514 M
08827 15 27 35.7 +06 36 55.8 RCS1514 M
08828 15 27 38.5 +09 22 16.5 RCS1514 M
08829 15 27 38.5 +08 54 14.3 RCS1514 M
08830 15 27 44.8 +09 04 47.4 RCS1514 M
08831 15 27 47.7 +05 50 58.3 RCS1514 M
08832 15 27 48.1 +07 29 05.5 RCS1514 M
08833 15 27 48.1 +05 47 14.3 RCS1514 M
08834 15 27 48.3 +06 56 04.1 RCS1514 M
08835 15 27 51.6 +07 33 42.7 RCS1514 M
08836 15 27 56.9 +10 44 25.0 RCS1514 M
08837 15 28 00.4 +07 25 53.8 RCS1514 M
08838 15 28 02.2 +07 23 17.1 RCS1514 M
08839 15 28 02.4 +05 59 55.5 RCS1514 M
08840 15 28 02.5 +06 45 01.4 RCS1514 M
08841 15 28 03.2 +10 40 34.0 RCS1514 M
08842 15 28 04.3 +05 52 43.1 RCS1514 M
08843 15 28 04.4 +06 33 30.4 RCS1514 M
08844 15 28 04.6 +06 57 28.8 RCS1514 M
08845 15 28 06.3 +07 08 23.4 RCS1514 M
08846 15 28 06.4 +06 04 17.2 RCS1514 M
08847 15 28 06.6 +06 28 51.8 RCS1514 M
08848 15 28 07.8 +06 04 48.3 RCS1514 M
08849 15 28 09.9 +08 21 56.0 RCS1514 M
08850 15 28 10.6 +07 21 06.4 RCS1514 M
08851 15 28 11.6 +08 55 24.0 RCS1514 M
08852 15 28 11.9 +06 11 36.7 RCS1514 M
08853 15 28 12.5 +08 32 37.7 RCS1514 M
08854 15 28 13.6 +10 56 51.8 RCS1514 CP
08855 15 28 13.8 +06 21 15.4 RCS1514 M
08856 15 28 18.6 +10 20 54.7 RCS1514 M
08857 15 28 19.1 +10 23 54.0 RCS1514 M
08858 15 28 20.3 +06 14 49.4 RCS1514 M
08859 15 28 21.4 +07 59 57.1 RCS1514 M
08860 15 28 22.0 +05 56 28.1 RCS1514 M
08861 15 28 22.8 +06 38 11.6 RCS1514 M
08862 15 28 22.9 +11 31 57.1 RCS1514 M
08863 15 28 23.0 +07 28 52.1 RCS1514 M
08864 15 28 23.7 +11 31 22.2 RCS1514 CP
08865 15 28 24.8 +09 45 55.4 RCS1514 M
08866 15 28 25.9 +07 09 25.5 RCS1514 M
08867 15 28 26.3 +07 14 07.4 RCS1514 M
08868 15 28 27.1 +07 17 45.4 RCS1514 M
08869 15 28 27.5 +09 44 13.0 RCS1514 M
08870 15 28 30.3 +06 22 54.7 RCS1514 CP
08871 15 28 32.9 +07 51 19.6 RCS1514 M
08872 15 28 34.3 +07 10 50.0 RCS1514 M
08873 15 28 35.0 +06 28 46.2 RCS1514 M
08874 15 28 37.8 +06 18 45.9 RCS1514 M
08875 15 28 40.6 +10 40 47.5 RCS1514 M
08876 15 28 40.9 +06 27 58.5 RCS1514 M
08877 15 28 42.0 +10 28 32.4 RCS1514 M
08878 15 28 42.1 +05 42 20.8 RCS1514 M
08879 15 28 42.4 +11 08 43.5 RCS1514 M
08880 15 28 42.9 +07 54 49.4 RCS1514 M
08881 15 28 42.9 +06 42 08.9 RCS1514 M
08882 15 28 44.0 +08 07 30.8 RCS1514 M
08883 15 28 44.0 +06 13 44.2 RCS1514 CP
08884 15 28 44.6 +07 41 10.2 RCS1514 M
08885 15 28 45.8 +06 09 56.6 RCS1514 M
08886 15 28 46.6 +07 07 57.0 RCS1514 M
08887 15 28 48.1 +06 06 58.4 RCS1514 M
08888 15 28 48.5 +08 09 39.8 RCS1514 M
08889 15 28 48.5 +06 44 35.1 RCS1514 M
08890 15 28 49.5 +10 09 30.5 RCS1514 M
08891 15 28 50.0 +07 22 23.6 RCS1514 M
08892 15 28 50.0 +06 08 07.3 RCS1514 M
08893 15 28 51.8 +05 58 37.7 RCS1514 M
08894 15 28 52.7 +11 26 07.1 RCS1514 M
08895 15 28 55.6 +11 25 51.0 RCS1514 M
08896 15 28 56.0 +07 51 11.3 RCS1514 M
08897 15 28 58.1 +06 59 15.8 RCS1514 M
08898 15 29 05.4 +08 28 01.4 RCS1514 M
08899 15 29 07.2 +06 08 53.7 RCS1514 M
08900 15 29 10.4 +07 55 47.0 RCS1514 CP
08901 15 29 10.5 +05 51 03.2 RCS1514 M
08902 15 29 10.6 +06 56 43.6 RCS1514 M
08903 15 29 12.8 +09 51 35.2 RCS1514 M
08904 15 29 13.9 +09 42 23.9 RCS1514 M
08905 15 29 14.0 +10 35 29.9 RCS1514 M
08906 15 29 15.4 +07 40 43.9 RCS1514 CP
08907 15 29 15.8 +09 40 05.2 RCS1514 M
08908 15 29 16.4 +08 31 29.2 RCS1514 M
08909 15 29 17.4 +07 41 07.5 RCS1514 M
08910 15 29 18.0 +05 52 51.9 RCS1514 M
08911 15 29 18.7 +06 30 03.0 RCS1514 M
08912 15 29 19.5 +07 38 35.0 RCS1514 CP
08913 15 29 21.9 +11 22 55.3 RCS1514 M
08914 15 29 22.0 +08 09 51.0 RCS1514 M
08915 15 29 22.0 +07 35 27.4 RCS1514 M
08916 15 29 22.6 +09 36 01.2 RCS1514 M
08917 15 29 23.1 +06 02 22.9 RCS1514 M
08918 15 29 24.2 +10 11 05.2 RCS1514 M
08919 15 29 24.4 +11 12 04.4 RCS1514 CP
08920 15 29 27.4 +07 56 55.3 RCS1514 M
08921 15 29 27.5 +07 26 08.8 RCS1514 M
08922 15 29 27.7 +11 20 29.7 RCS1514 M
08923 15 29 32.3 +08 28 06.6 RCS1514 M
08924 15 29 32.9 +09 34 32.7 RCS1514 M
08925 15 29 33.8 +09 57 58.4 RCS1514 M
08926 15 29 34.5 +07 45 40.8 RCS1514 M
08927 15 29 34.7 +10 23 55.0 RCS1514 M
08928 15 29 34.9 +07 06 44.1 RCS1514 M
08929 15 29 38.1 +07 36 12.5 RCS1514 CP
08930 15 29 40.7 +06 36 38.7 RCS1514 M
08931 15 29 41.2 +08 04 38.4 RCS1514 M
08932 15 29 41.2 +06 28 07.1 RCS1514 CP
08933 15 29 41.3 +10 28 41.9 RCS1514 M
08934 15 29 42.6 +09 39 28.5 RCS1514 M
08935 15 29 43.9 +10 10 15.6 RCS1514 M
08936 15 29 44.2 +10 43 59.0 RCS1514 M
08937 15 29 45.0 +07 26 16.7 RCS1514 M
08938 15 29 46.0 +05 43 51.1 RCS1514 M
08939 15 29 48.3 +09 57 05.3 RCS1514 M
08940 15 29 50.6 +07 07 51.9 RCS1514 M
08941 15 29 56.2 +08 13 09.5 RCS1514 M
08942 15 29 57.2 +10 43 31.1 RCS1514 M
08943 15 29 59.6 +08 16 27.2 RCS1514 M
08944 15 30 03.6 +08 12 08.0 RCS1514 M
08945 15 30 04.1 +10 22 15.1 RCS1514 M
08946 15 30 06.4 +09 54 39.9 RCS1514 M
08947 15 30 07.5 +10 22 15.0 RCS1514 M
08948 15 30 08.3 +09 44 22.0 RCS1514 M
08949 15 30 09.1 +06 36 13.7 RCS1514 M
08950 15 30 12.2 +08 00 04.7 RCS1514 M
08951 15 30 12.6 +10 34 09.2 RCS1514 M
08952 15 30 19.4 +05 51 06.1 RCS1514 M
08953 15 30 20.6 +06 45 49.2 RCS1514 M
08954 15 30 21.5 +10 36 16.2 RCS1514 M
08955 15 30 22.9 +08 09 33.8 RCS1514 M
08956 15 30 23.0 +06 59 48.6 RCS1514 M
08957 15 30 27.3 +07 28 29.4 RCS1514 M
08958 15 30 33.3 +05 49 15.7 RCS1514 M
08959 15 30 34.1 +06 29 10.3 RCS1514 M
08960 15 30 35.5 +10 56 07.1 RCS1514 M
08961 15 30 35.5 +06 32 29.7 RCS1514 CP
08962 15 30 36.0 +11 05 05.1 RCS1514 M
08963 15 30 36.8 +06 36 34.7 RCS1514 M
08964 15 30 43.3 +05 52 42.8 RCS1514 CP
08965 15 30 43.6 +05 53 19.5 RCS1514 M
08966 15 30 47.2 +07 38 03.9 RCS1514 M
08967 15 30 47.2 +05 50 09.6 RCS1514 M
08968 15 30 48.2 +05 49 05.7 RCS1514 M
08969 15 30 48.9 +07 07 01.3 RCS1514 M
08970 15 30 49.7 +08 14 09.3 RCS1514 M
08971 15 30 54.1 +07 00 33.6 RCS1514 M
08972 15 30 54.5 +09 35 20.8 RCS1514 M
08973 15 30 54.8 +08 17 17.6 RCS1514 M
08974 15 30 57.5 +05 46 52.0 RCS1514 M
08975 15 30 58.1 +07 58 07.4 RCS1514 M
08976 15 30 58.2 +06 17 22.0 RCS1514 M
08977 15 30 59.3 +05 41 05.7 RCS1514 CP
08978 15 30 59.8 +06 49 10.7 RCS1514 CM
08979 15 31 01.6 +05 58 38.7 RCS1514 M
08980 15 31 02.3 +11 05 48.2 RCS1514 M
08981 15 31 04.0 +06 03 53.7 RCS1514 M
08982 15 31 10.9 +05 46 29.5 RCS1514 CP
08983 15 31 13.1 +06 17 37.8 RCS1514 M
08984 15 31 13.6 +06 56 31.2 RCS1514 CP
08985 15 31 16.3 +05 48 19.9 RCS1514 CP
08986 15 31 16.4 +07 13 21.6 RCS1514 M
08987 15 31 17.0 +07 38 42.8 RCS1514 M
08988 15 31 18.9 +06 16 11.1 RCS1514 M
08989 15 31 21.0 +06 55 00.0 RCS1514 M
08990 15 31 22.5 +06 00 15.2 RCS1514 CP
08991 15 31 24.5 +06 27 44.0 RCS1514 M
08992 15 31 26.1 +06 20 56.0 RCS1514 M
08993 15 31 26.3 +09 58 00.2 RCS1514 M
08994 15 31 27.1 +07 04 56.5 RCS1514 M
08995 15 31 27.9 +06 41 04.1 RCS1514 M
08996 15 31 28.7 +08 16 17.2 RCS1514 M
08997 15 31 29.9 +06 07 26.1 RCS1514 CP
08998 15 31 31.7 +10 01 00.8 RCS1514 M
08999 15 31 32.5 +07 19 46.5 RCS1514 M
09000 15 31 33.0 +10 03 11.6 RCS1514 M
09001 15 31 35.1 +10 09 15.4 RCS1514 M
09002 15 31 35.2 +05 52 13.5 RCS1514 M
09003 15 31 38.4 +07 18 07.7 RCS1514 M
09004 15 31 39.6 +10 14 06.8 RCS1514 M
09005 15 31 40.6 +10 03 41.1 RCS1514 M
09006 15 31 42.5 +07 11 52.4 RCS1514 M
09007 15 31 44.6 +06 26 04.4 RCS1514 M
09008 15 31 48.4 +08 24 40.0 RCS1514 CP
09009 15 31 49.1 +06 46 59.2 RCS1514 M
09010 15 31 49.2 +05 55 14.8 RCS1514 M
09011 15 31 50.7 +08 22 13.0 RCS1514 M
09012 15 31 50.9 +05 47 12.6 RCS1514 M
09013 15 31 51.1 +07 34 16.5 RCS1514 M
09014 15 31 51.5 +10 42 43.5 RCS1514 M
09015 15 31 52.0 +07 23 53.4 RCS1514 M
09016 15 31 55.0 +06 27 37.1 RCS1514 M
09017 15 31 55.2 +07 32 44.2 RCS1514 M
09018 15 31 57.0 +10 33 04.8 RCS1514 M
09019 15 31 57.7 +07 35 49.5 RCS1514 M
09020 15 31 57.8 +10 23 25.5 RCS1514 M
09021 15 31 59.6 +08 12 36.9 RCS1514 M
09022 15 32 00.6 +08 28 16.8 RCS1514 M
09023 15 32 04.2 +09 42 06.0 RCS1514 M
09024 15 32 05.5 +10 21 59.1 RCS1514 M
09025 15 59 45.8 +56 20 49.6 RCS1613 M
09026 16 00 03.5 +56 32 43.0 RCS1613 M
09027 16 00 06.3 +55 52 28.4 RCS1613 CP
09028 16 00 06.6 +56 46 44.2 RCS1613 M
09029 16 00 13.6 +55 48 17.9 RCS1613 M
09030 16 00 18.6 +55 36 24.9 RCS1613 M
09031 16 00 22.2 +55 00 29.0 RCS1613 M
09032 16 00 25.1 +54 25 16.1 RCS1613 M
09033 16 00 25.5 +56 53 35.2 RCS1613 M
09034 16 00 26.5 +55 56 08.9 RCS1613 M
09035 16 00 28.1 +54 24 24.4 RCS1613 M
09036 16 00 28.4 +55 53 19.4 RCS1613 M
09037 16 00 28.8 +54 21 04.8 RCS1613 M
09038 16 00 32.0 +54 50 51.7 RCS1613 CP
09039 16 00 34.7 +54 19 03.9 RCS1613 M
09040 16 00 35.7 +55 45 45.3 RCS1613 M
09041 16 00 40.4 +54 39 33.2 RCS1613 M
09042 16 00 44.7 +54 24 34.3 RCS1613 M
09043 16 00 47.2 +55 56 12.5 RCS1613 M
09044 16 00 49.5 +54 44 04.2 RCS1613 M
09045 16 00 57.2 +55 55 45.6 RCS1613 M
09046 16 00 59.0 +54 29 56.5 RCS1613 M
09047 16 01 07.1 +55 36 02.2 RCS1613 M
09048 16 01 20.0 +55 40 49.1 RCS1613 CP
09049 16 01 20.9 +54 38 19.1 RCS1613 M
09050 16 01 21.9 +55 50 50.8 RCS1613 M
09051 16 01 24.6 +54 45 14.3 RCS1613 M
09052 16 01 28.4 +54 54 22.6 RCS1613 M
09053 16 01 31.7 +55 05 26.1 RCS1613 M
09054 16 01 33.8 +54 53 52.7 RCS1613 CP
09055 16 01 36.9 +56 29 44.2 RCS1613 M
09056 16 01 37.2 +54 49 00.7 RCS1613 M
09057 16 01 40.0 +54 30 25.7 RCS1613 M
09058 16 01 49.1 +54 59 47.1 RCS1613 M
09059 16 01 50.5 +55 03 53.2 RCS1613 M
09060 16 01 52.6 +54 22 59.6 RCS1613 M
09061 16 01 54.5 +55 01 20.8 RCS1613 M
09062 16 01 54.7 +54 55 49.6 RCS1613 M
09063 16 01 54.9 +56 32 28.8 RCS1613 M
09064 16 01 55.0 +54 26 57.9 RCS1613 M
09065 16 01 58.9 +54 44 47.5 RCS1613 M
09066 16 02 00.3 +55 09 59.9 RCS1613 M
09067 16 02 04.4 +55 57 40.5 RCS1613 M
09068 16 02 09.3 +54 22 29.2 RCS1613 M
09069 16 02 10.6 +54 32 29.7 RCS1613 M
09070 16 02 11.8 +55 37 24.2 RCS1613 M
09071 16 02 14.7 +54 40 13.2 RCS1613 M
09072 16 02 15.8 +54 40 32.7 RCS1613 M
09073 16 02 17.2 +55 11 29.6 RCS1613 M
09074 16 02 18.0 +55 01 19.4 RCS1613 M
09075 16 02 19.3 +54 40 40.5 RCS1613 M
09076 16 02 20.6 +55 17 17.8 RCS1613 CM
09077 16 02 22.5 +55 20 16.7 RCS1613 M
09078 16 02 23.6 +55 56 43.0 RCS1613 CP
09079 16 02 25.4 +54 30 22.5 RCS1613 M
09080 16 02 29.3 +55 28 56.7 RCS1613 M
09081 16 02 29.8 +56 12 38.5 RCS1613 M
09082 16 02 30.4 +56 51 39.0 RCS1613 M
09083 16 02 31.5 +55 16 31.6 RCS1613 M
09084 16 02 34.0 +55 50 22.0 RCS1613 M
09085 16 02 35.3 +54 46 03.6 RCS1613 M
09086 16 02 35.8 +56 41 37.6 RCS1613 M
09087 16 02 36.4 +56 13 21.2 RCS1613 M
09088 16 02 40.2 +54 48 11.6 RCS1613 CP
09089 16 02 41.1 +56 43 28.2 RCS1613 M
09090 16 02 42.0 +55 30 27.2 RCS1613 M
09091 16 02 44.4 +55 03 40.8 RCS1613 M
09092 16 02 47.7 +56 48 01.1 RCS1613 M
09093 16 02 47.9 +54 29 28.4 RCS1613 M
09094 16 02 48.2 +54 30 14.9 RCS1613 M
09095 16 02 52.3 +54 41 39.9 RCS1613 CP
09096 16 02 58.7 +56 46 58.9 RCS1613 M
09097 16 03 01.5 +55 59 45.9 RCS1613 M
09098 16 03 02.4 +54 51 05.0 RCS1613 M
09099 16 03 04.2 +55 53 20.4 RCS1613 M
09100 16 03 06.7 +54 48 50.0 RCS1613 M
09101 16 03 07.3 +54 56 42.4 RCS1613 M
09102 16 03 12.8 +55 57 26.7 RCS1613 M
09103 16 03 14.9 +56 45 46.9 RCS1613 M
09104 16 03 22.7 +55 49 46.7 RCS1613 M
09105 16 03 25.1 +56 30 44.9 RCS1613 M
09106 16 03 30.8 +54 50 17.0 RCS1613 M
09107 16 03 34.9 +55 22 48.9 RCS1613 M
09108 16 03 36.1 +55 00 51.1 RCS1613 M
09109 16 03 38.2 +55 56 27.1 RCS1613 M
09110 16 03 39.2 +55 48 34.4 RCS1613 M
09111 16 03 40.3 +55 14 43.6 RCS1613 M
09112 16 03 41.3 +54 59 00.3 RCS1613 M
09113 16 03 41.5 +55 06 23.1 RCS1613 M
09114 16 03 45.0 +56 02 27.1 RCS1613 M
09115 16 03 45.0 +55 50 21.8 RCS1613 M
09116 16 03 45.1 +55 53 40.4 RCS1613 M
09117 16 03 46.6 +54 44 58.5 RCS1613 M
09118 16 03 49.8 +54 44 48.2 RCS1613 M
09119 16 03 52.5 +54 50 59.9 RCS1613 CP
09120 16 03 55.6 +55 38 15.6 RCS1613 M
09121 16 03 57.3 +56 21 22.9 RCS1613 M
09122 16 04 06.6 +56 31 19.4 RCS1613 M
09123 16 04 07.0 +54 37 47.0 RCS1613 M
09124 16 04 09.1 +55 21 53.0 RCS1613 M
09125 16 04 10.1 +55 01 02.6 RCS1613 M
09126 16 04 10.1 +54 50 18.9 RCS1613 M
09127 16 04 10.2 +55 01 01.1 RCS1613 M
09128 16 04 12.3 +54 50 36.3 RCS1613 M
09129 16 04 13.7 +54 57 10.1 RCS1613 M
09130 16 04 16.6 +55 53 28.5 RCS1613 M
09131 16 04 21.0 +55 40 55.7 RCS1613 M
09132 16 04 22.6 +54 36 35.1 RCS1613 M
09133 16 04 27.8 +54 33 45.5 RCS1613 M
09134 16 04 28.7 +54 33 09.4 RCS1613 M
09135 16 04 30.2 +54 32 50.9 RCS1613 M
09136 16 04 30.8 +55 39 38.9 RCS1613 M
09137 16 04 30.9 +55 49 42.0 RCS1613 M
09138 16 04 32.0 +56 35 07.1 RCS1613 M
09139 16 04 33.3 +54 43 42.1 RCS1613 M
09140 16 04 35.5 +54 30 46.2 RCS1613 M
09141 16 04 36.2 +54 29 25.7 RCS1613 M
09142 16 04 36.6 +55 28 01.1 RCS1613 M
09143 16 04 38.2 +54 34 02.6 RCS1613 CM
09144 16 04 38.7 +54 38 41.6 RCS1613 M
09145 16 04 40.2 +54 33 52.2 RCS1613 M
09146 16 04 42.9 +54 35 36.6 RCS1613 CP
09147 16 04 43.9 +55 56 59.8 RCS1613 M
09148 16 04 44.7 +55 02 33.5 RCS1613 M
09149 16 04 45.5 +54 15 35.0 RCS1613 M
09150 16 04 49.7 +55 22 10.9 RCS1613 M
09151 16 04 50.2 +54 10 09.1 RCS1613 M
09152 16 04 50.9 +55 29 44.8 RCS1613 M
09153 16 04 52.6 +55 26 30.6 RCS1613 M
09154 16 04 53.5 +56 42 05.3 RCS1613 M
09155 16 04 55.0 +55 45 11.5 RCS1613 CP
09156 16 04 58.5 +54 22 47.3 RCS1613 M
09157 16 04 59.7 +54 39 06.0 RCS1613 M
09158 16 05 05.4 +55 35 06.6 RCS1613 M
09159 16 05 12.1 +56 54 19.5 RCS1613 M
09160 16 05 14.2 +54 59 25.4 RCS1613 M
09161 16 05 15.9 +54 25 23.1 RCS1613 M
09162 16 05 16.8 +54 39 16.5 RCS1613 CP
09163 16 05 17.7 +56 49 16.5 RCS1613 M
09164 16 05 18.0 +54 38 01.0 RCS1613 M
09165 16 05 19.9 +54 03 39.8 RCS1613 M
09166 16 05 20.1 +54 50 59.0 RCS1613 M
09167 16 05 21.5 +54 41 32.8 RCS1613 M
09168 16 05 24.0 +54 23 06.0 RCS1613 M
09169 16 05 28.0 +54 44 37.5 RCS1613 M
09170 16 05 31.7 +54 49 34.7 RCS1613 M
09171 16 05 33.2 +55 36 33.0 RCS1613 M
09172 16 05 33.8 +55 54 16.6 RCS1613 M
09173 16 05 37.5 +55 02 13.6 RCS1613 M
09174 16 05 38.2 +56 46 07.4 RCS1613 M
09175 16 05 38.7 +54 26 10.4 RCS1613 M
09176 16 05 39.7 +54 46 03.8 RCS1613 M
09177 16 05 41.3 +54 41 33.0 RCS1613 M
09178 16 05 41.7 +55 00 11.4 RCS1613 M
09179 16 05 44.5 +56 44 37.7 RCS1613 M
09180 16 05 44.7 +55 38 05.4 RCS1613 M
09181 16 05 46.9 +55 41 35.7 RCS1613 CP
09182 16 05 47.7 +54 43 02.2 RCS1613 M
09183 16 05 52.2 +54 31 45.1 RCS1613 M
09184 16 05 52.7 +54 41 22.6 RCS1613 M
09185 16 05 53.6 +56 43 11.5 RCS1613 M
09186 16 05 54.3 +55 49 14.5 RCS1613 M
09187 16 05 55.6 +55 14 37.8 RCS1613 M
09188 16 05 58.6 +55 55 44.1 RCS1613 CP
09189 16 05 58.9 +55 56 08.8 RCS1613 CP
09190 16 06 00.8 +54 39 33.7 RCS1613 M
09191 16 06 01.3 +56 35 54.2 RCS1613 CP
09192 16 06 02.3 +54 24 20.1 RCS1613 M
09193 16 06 03.0 +54 44 05.9 RCS1613 M
09194 16 06 07.9 +54 35 41.4 RCS1613 M
09195 16 06 08.2 +54 37 33.7 RCS1613 M
09196 16 06 09.5 +54 43 58.8 RCS1613 M
09197 16 06 11.2 +54 34 35.5 RCS1613 M
09198 16 06 12.0 +54 02 38.3 RCS1613 M
09199 16 06 12.8 +54 55 43.0 RCS1613 M
09200 16 06 13.4 +54 39 36.2 RCS1613 M
